specialization,sub_specialization,years_of_experience,location,area,hourly_rate,success_rate,cases_handled,court_experience,languages_spoken,case_type,case_subtype,case_urgency,case_complexity,label_lawyer_id,match_score
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Citizenship,High,Simple,212,0.54
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Citizenship,Low,Moderate,212,0.61
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Visas,Low,Simple,212,0.51
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Deportation,Low,Complex,212,0.53
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Deportation,High,Simple,212,0.65
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Deportation,Medium,Moderate,212,0.67
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Visas,Medium,Simple,212,0.54
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Citizenship,High,Simple,212,0.6
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Deportation,Low,Complex,212,0.72
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Visas,High,Complex,212,0.65
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Deportation,Medium,Moderate,212,0.53
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Citizenship,High,Simple,212,0.67
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Citizenship,High,Complex,212,0.7
Criminal Law,White Collar Crimes,12,Peshawar,Hayatabad,2883,80%,52,"Special Tribunals, Session Court","English (Fluent), Urdu (Native), Sindhi (Basic), Pashto (Conversational)",Criminal Law,Drug Offenses,Low,Simple,213,0.99
Criminal Law,White Collar Crimes,12,Peshawar,Hayatabad,2883,80%,52,"Special Tribunals, Session Court","English (Fluent), Urdu (Native), Sindhi (Basic), Pashto (Conversational)",Criminal Law,Drug Offenses,High,Complex,213,0.98
Criminal Law,White Collar Crimes,12,Peshawar,Hayatabad,2883,80%,52,"Special Tribunals, Session Court","English (Fluent), Urdu (Native), Sindhi (Basic), Pashto (Conversational)",Criminal Law,Drug Offenses,High,Moderate,213,0.93
Criminal Law,White Collar Crimes,12,Peshawar,Hayatabad,2883,80%,52,"Special Tribunals, Session Court","English (Fluent), Urdu (Native), Sindhi (Basic), Pashto (Conversational)",Criminal Law,Drug Offenses,Low,Simple,213,0.76
Criminal Law,White Collar Crimes,12,Peshawar,Hayatabad,2883,80%,52,"Special Tribunals, Session Court","English (Fluent), Urdu (Native), Sindhi (Basic), Pashto (Conversational)",Criminal Law,Violent Crimes,Low,Moderate,213,0.92
Criminal Law,White Collar Crimes,12,Peshawar,Hayatabad,2883,80%,52,"Special Tribunals, Session Court","English (Fluent), Urdu (Native), Sindhi (Basic), Pashto (Conversational)",Criminal Law,Drug Offenses,Low,Simple,213,0.81
Criminal Law,White Collar Crimes,12,Peshawar,Hayatabad,2883,80%,52,"Special Tribunals, Session Court","English (Fluent), Urdu (Native), Sindhi (Basic), Pashto (Conversational)",Criminal Law,White Collar Crimes,High,Simple,213,0.99
Criminal Law,White Collar Crimes,12,Peshawar,Hayatabad,2883,80%,52,"Special Tribunals, Session Court","English (Fluent), Urdu (Native), Sindhi (Basic), Pashto (Conversational)",Criminal Law,Drug Offenses,Low,Moderate,213,0.77
Criminal Law,White Collar Crimes,12,Peshawar,Hayatabad,2883,80%,52,"Special Tribunals, Session Court","English (Fluent), Urdu (Native), Sindhi (Basic), Pashto (Conversational)",Criminal Law,Violent Crimes,Low,Complex,213,0.92
Criminal Law,White Collar Crimes,12,Peshawar,Hayatabad,2883,80%,52,"Special Tribunals, Session Court","English (Fluent), Urdu (Native), Sindhi (Basic), Pashto (Conversational)",Criminal Law,White Collar Crimes,Low,Moderate,213,0.85
Criminal Law,White Collar Crimes,12,Peshawar,Hayatabad,2883,80%,52,"Special Tribunals, Session Court","English (Fluent), Urdu (Native), Sindhi (Basic), Pashto (Conversational)",Criminal Law,White Collar Crimes,High,Simple,213,0.79
Criminal Law,White Collar Crimes,12,Peshawar,Hayatabad,2883,80%,52,"Special Tribunals, Session Court","English (Fluent), Urdu (Native), Sindhi (Basic), Pashto (Conversational)",Criminal Law,Drug Offenses,High,Simple,213,0.89
Family Law,Adoption,14,Quetta,Jinnah Town,3799,74%,92,"Special Tribunals, High Court, Session Court","Urdu (Native), English (Fluent), Pashto (Conversational)",Family Law,Divorce,Low,Moderate,214,0.98
Family Law,Adoption,14,Quetta,Jinnah Town,3799,74%,92,"Special Tribunals, High Court, Session Court","Urdu (Native), English (Fluent), Pashto (Conversational)",Family Law,Adoption,Low,Complex,214,0.76
Family Law,Adoption,14,Quetta,Jinnah Town,3799,74%,92,"Special Tribunals, High Court, Session Court","Urdu (Native), English (Fluent), Pashto (Conversational)",Family Law,Divorce,High,Simple,214,0.73
Family Law,Adoption,14,Quetta,Jinnah Town,3799,74%,92,"Special Tribunals, High Court, Session Court","Urdu (Native), English (Fluent), Pashto (Conversational)",Family Law,Child Custody,Medium,Moderate,214,0.72
Family Law,Adoption,14,Quetta,Jinnah Town,3799,74%,92,"Special Tribunals, High Court, Session Court","Urdu (Native), English (Fluent), Pashto (Conversational)",Family Law,Child Custody,Medium,Moderate,214,0.85
Family Law,Adoption,14,Quetta,Jinnah Town,3799,74%,92,"Special Tribunals, High Court, Session Court","Urdu (Native), English (Fluent), Pashto (Conversational)",Family Law,Divorce,High,Simple,214,0.85
Family Law,Adoption,14,Quetta,Jinnah Town,3799,74%,92,"Special Tribunals, High Court, Session Court","Urdu (Native), English (Fluent), Pashto (Conversational)",Family Law,Adoption,Medium,Simple,214,0.94
Family Law,Adoption,14,Quetta,Jinnah Town,3799,74%,92,"Special Tribunals, High Court, Session Court","Urdu (Native), English (Fluent), Pashto (Conversational)",Family Law,Adoption,Low,Simple,214,0.73
Family Law,Adoption,14,Quetta,Jinnah Town,3799,74%,92,"Special Tribunals, High Court, Session Court","Urdu (Native), English (Fluent), Pashto (Conversational)",Family Law,Divorce,High,Complex,214,0.92
Family Law,Adoption,14,Quetta,Jinnah Town,3799,74%,92,"Special Tribunals, High Court, Session Court","Urdu (Native), English (Fluent), Pashto (Conversational)",Family Law,Divorce,Medium,Simple,214,0.94
Family Law,Adoption,14,Quetta,Jinnah Town,3799,74%,92,"Special Tribunals, High Court, Session Court","Urdu (Native), English (Fluent), Pashto (Conversational)",Family Law,Adoption,High,Complex,214,0.78
Family Law,Adoption,14,Quetta,Jinnah Town,3799,74%,92,"Special Tribunals, High Court, Session Court","Urdu (Native), English (Fluent), Pashto (Conversational)",Family Law,Divorce,Medium,Simple,214,1.0
Family Law,Adoption,14,Quetta,Jinnah Town,3799,74%,92,"Special Tribunals, High Court, Session Court","Urdu (Native), English (Fluent), Pashto (Conversational)",Family Law,Adoption,Medium,Complex,214,0.92
Family Law,Adoption,14,Quetta,Jinnah Town,3799,74%,92,"Special Tribunals, High Court, Session Court","Urdu (Native), English (Fluent), Pashto (Conversational)",Family Law,Child Custody,Low,Complex,214,0.73
Family Law,Adoption,14,Quetta,Jinnah Town,3799,74%,92,"Special Tribunals, High Court, Session Court","Urdu (Native), English (Fluent), Pashto (Conversational)",Family Law,Child Custody,Low,Simple,214,0.77
Family Law,Adoption,14,Quetta,Jinnah Town,3799,74%,92,"Special Tribunals, High Court, Session Court","Urdu (Native), English (Fluent), Pashto (Conversational)",Family Law,Adoption,Low,Simple,214,0.82
Immigration Law,Deportation,1,Quetta,Jinnah Town,14486,94%,362,"High Court, Special Tribunals, District Court","Urdu (Native), Pashto (Conversational), English (Fluent)",Immigration Law,Citizenship,High,Simple,215,0.6
Immigration Law,Deportation,1,Quetta,Jinnah Town,14486,94%,362,"High Court, Special Tribunals, District Court","Urdu (Native), Pashto (Conversational), English (Fluent)",Immigration Law,Citizenship,High,Moderate,215,0.66
Immigration Law,Deportation,1,Quetta,Jinnah Town,14486,94%,362,"High Court, Special Tribunals, District Court","Urdu (Native), Pashto (Conversational), English (Fluent)",Immigration Law,Deportation,High,Moderate,215,0.64
Immigration Law,Deportation,1,Quetta,Jinnah Town,14486,94%,362,"High Court, Special Tribunals, District Court","Urdu (Native), Pashto (Conversational), English (Fluent)",Immigration Law,Citizenship,Low,Complex,215,0.68
Immigration Law,Deportation,1,Quetta,Jinnah Town,14486,94%,362,"High Court, Special Tribunals, District Court","Urdu (Native), Pashto (Conversational), English (Fluent)",Immigration Law,Citizenship,Medium,Moderate,215,0.6
Immigration Law,Deportation,1,Quetta,Jinnah Town,14486,94%,362,"High Court, Special Tribunals, District Court","Urdu (Native), Pashto (Conversational), English (Fluent)",Immigration Law,Visas,Low,Complex,215,0.72
Immigration Law,Deportation,1,Quetta,Jinnah Town,14486,94%,362,"High Court, Special Tribunals, District Court","Urdu (Native), Pashto (Conversational), English (Fluent)",Immigration Law,Citizenship,High,Complex,215,0.56
Immigration Law,Deportation,1,Quetta,Jinnah Town,14486,94%,362,"High Court, Special Tribunals, District Court","Urdu (Native), Pashto (Conversational), English (Fluent)",Immigration Law,Citizenship,Medium,Simple,215,0.54
Immigration Law,Deportation,1,Quetta,Jinnah Town,14486,94%,362,"High Court, Special Tribunals, District Court","Urdu (Native), Pashto (Conversational), English (Fluent)",Immigration Law,Deportation,Medium,Complex,215,0.54
Immigration Law,Deportation,1,Quetta,Jinnah Town,14486,94%,362,"High Court, Special Tribunals, District Court","Urdu (Native), Pashto (Conversational), English (Fluent)",Immigration Law,Citizenship,High,Complex,215,0.58
Immigration Law,Deportation,1,Quetta,Jinnah Town,14486,94%,362,"High Court, Special Tribunals, District Court","Urdu (Native), Pashto (Conversational), English (Fluent)",Immigration Law,Citizenship,High,Complex,215,0.65
Immigration Law,Deportation,1,Quetta,Jinnah Town,14486,94%,362,"High Court, Special Tribunals, District Court","Urdu (Native), Pashto (Conversational), English (Fluent)",Immigration Law,Deportation,Low,Moderate,215,0.59
Immigration Law,Deportation,1,Quetta,Jinnah Town,14486,94%,362,"High Court, Special Tribunals, District Court","Urdu (Native), Pashto (Conversational), English (Fluent)",Immigration Law,Citizenship,Low,Complex,215,0.72
Immigration Law,Deportation,1,Quetta,Jinnah Town,14486,94%,362,"High Court, Special Tribunals, District Court","Urdu (Native), Pashto (Conversational), English (Fluent)",Immigration Law,Visas,Medium,Moderate,215,0.69
Property Law,Rental Issues,5,Peshawar,University Town,6879,65%,478,"High Court, District Court","Pashto (Conversational), Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Property Law,Rental Issues,Low,Moderate,216,0.64
Property Law,Rental Issues,5,Peshawar,University Town,6879,65%,478,"High Court, District Court","Pashto (Conversational), Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Property Law,Land Disputes,Low,Simple,216,0.63
Property Law,Rental Issues,5,Peshawar,University Town,6879,65%,478,"High Court, District Court","Pashto (Conversational), Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Property Law,Land Disputes,Medium,Simple,216,0.6
Property Law,Rental Issues,5,Peshawar,University Town,6879,65%,478,"High Court, District Court","Pashto (Conversational), Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Property Law,Land Disputes,High,Simple,216,0.61
Property Law,Rental Issues,5,Peshawar,University Town,6879,65%,478,"High Court, District Court","Pashto (Conversational), Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Property Law,Rental Issues,High,Simple,216,0.61
Property Law,Rental Issues,5,Peshawar,University Town,6879,65%,478,"High Court, District Court","Pashto (Conversational), Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Property Law,Land Disputes,Low,Moderate,216,0.66
Property Law,Rental Issues,5,Peshawar,University Town,6879,65%,478,"High Court, District Court","Pashto (Conversational), Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Property Law,Land Disputes,Low,Moderate,216,0.64
Property Law,Rental Issues,5,Peshawar,University Town,6879,65%,478,"High Court, District Court","Pashto (Conversational), Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Property Law,Rental Issues,High,Moderate,216,0.76
Property Law,Rental Issues,5,Peshawar,University Town,6879,65%,478,"High Court, District Court","Pashto (Conversational), Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Property Law,Land Disputes,Medium,Moderate,216,0.65
Property Law,Rental Issues,5,Peshawar,University Town,6879,65%,478,"High Court, District Court","Pashto (Conversational), Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Property Law,Rental Issues,Medium,Simple,216,0.64
Property Law,Rental Issues,5,Peshawar,University Town,6879,65%,478,"High Court, District Court","Pashto (Conversational), Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Property Law,Land Disputes,Medium,Moderate,216,0.63
Property Law,Rental Issues,5,Peshawar,University Town,6879,65%,478,"High Court, District Court","Pashto (Conversational), Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Property Law,Rental Issues,High,Simple,216,0.8
Property Law,Rental Issues,5,Peshawar,University Town,6879,65%,478,"High Court, District Court","Pashto (Conversational), Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Property Law,Rental Issues,Medium,Complex,216,0.78
Immigration Law,Deportation,2,Lahore,DHA,5294,83%,378,"Special Tribunals, Session Court","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Immigration Law,Citizenship,High,Simple,217,0.65
Immigration Law,Deportation,2,Lahore,DHA,5294,83%,378,"Special Tribunals, Session Court","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Immigration Law,Citizenship,Low,Moderate,217,0.57
Immigration Law,Deportation,2,Lahore,DHA,5294,83%,378,"Special Tribunals, Session Court","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Immigration Law,Visas,Low,Moderate,217,0.54
Immigration Law,Deportation,2,Lahore,DHA,5294,83%,378,"Special Tribunals, Session Court","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Immigration Law,Citizenship,Medium,Simple,217,0.6
Immigration Law,Deportation,2,Lahore,DHA,5294,83%,378,"Special Tribunals, Session Court","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Immigration Law,Citizenship,Low,Moderate,217,0.54
Immigration Law,Deportation,2,Lahore,DHA,5294,83%,378,"Special Tribunals, Session Court","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Immigration Law,Citizenship,High,Simple,217,0.53
Immigration Law,Deportation,2,Lahore,DHA,5294,83%,378,"Special Tribunals, Session Court","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Immigration Law,Citizenship,Medium,Complex,217,0.71
Immigration Law,Deportation,2,Lahore,DHA,5294,83%,378,"Special Tribunals, Session Court","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Immigration Law,Visas,Low,Moderate,217,0.66
Immigration Law,Deportation,2,Lahore,DHA,5294,83%,378,"Special Tribunals, Session Court","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Immigration Law,Deportation,High,Simple,217,0.6
Immigration Law,Deportation,2,Lahore,DHA,5294,83%,378,"Special Tribunals, Session Court","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Immigration Law,Citizenship,Medium,Simple,217,0.58
Immigration Law,Deportation,2,Lahore,DHA,5294,83%,378,"Special Tribunals, Session Court","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Immigration Law,Visas,Low,Simple,217,0.69
Immigration Law,Deportation,18,Quetta,Jinnah Town,16372,69%,425,"High Court, Special Tribunals, District Court","Urdu (Native), Pashto (Conversational), English (Fluent), Punjabi (Conversational)",Immigration Law,Citizenship,Medium,Simple,219,0.74
Immigration Law,Deportation,18,Quetta,Jinnah Town,16372,69%,425,"High Court, Special Tribunals, District Court","Urdu (Native), Pashto (Conversational), English (Fluent), Punjabi (Conversational)",Immigration Law,Citizenship,High,Simple,219,0.96
